8.5	6.1	14.7	8.4	8.99
154.9	110.3	267.9	153.5	8.99
8.2	6.9	9.8 	9.2	0.46
122.6	101.0	127.4	95.6	0.03
4.9	2.3	5.3	2.4	0.69
4.7	2.5	4.7	2.8	0.00
6.2	2.1	6.6	2.5	0.31
6.4	2.2	6.1	2.7	0.20
5.5	2.4	5.4	2.7	0.03
4.7	2.8	4.6	2.5	0.00
3.4	2.1	3.0	1.9	0.63
5.7	1.9	5.1	2.7	1.03
3.3	2.3	2.6	2.0	1.47
7.1	1.7	7.0	1.8	0.04
