4.38 	2.05 	5.07 	1.84	5.81 	2.26	6.58 	2.91 	8.05 	2.70 	0.01
7.45 	4.92 	10.10 	7.12 	8.51 	4.11	8.30 	4.56 	0.04  	0.46 	1.55
2.22 	1.01 	1.90 	0.60 	2.94 	0.86	2.09 	0.81 	6.28  	9.45 	2.20
2.00 	0.56 	2.79 	0.93 	2.04 	0.79	3.35 	1.23 	1.86  	28.51 	1.87
48.20  	25.00 	57.35	20.10 	44.59 	18.82	43.55 	19.33 	3.45  	0.62 	1.24
5.37 	1.66 	5.77 	2.16 	6.06 	2.08	7.64 	1.62 	11.30 	2.85 	1.75
4.47 	1.05 	5.88 	1.63 	3.71 	1.49	6.36 	1.71 	0.13 	32.19 	3.36
6.11 	1.92 	5.73 	2.13 	6.82 	1.55	7.59 	1.97 	10.40 	0.00 	1.61
4.53 	0.99 	6.00 	1.60 	3.88 	1.54	5.95 	1.96 	1.00 	24.44 	0.75
